,0,1,2
90,http://tunein.com/radio/Party-People-p912488/,0,50
91,http://unicornchildrensfoundation.blogspot.com/2014/01/jon-secada-to-perform-at-noche-caliente.html,0,256
92,http://uvapolice.virginia.edu/,0,92
93,http://uvapolicy.virginia.edu/policy/SEC-030,0,50
94,http://vaflaggers.blogspot.com/,0,258
95,http://video.cnbc.com/gallery/?video=3000022481,0,345
96,http://vmfa.museum/,0,198
97,http://wapo.st/1OGIZWF,0,0
98,http://washingtonpost.com/liveonline,0,73
99,http://www.11alive.com/story/travel/2015/12/26/hartsfield-jackson-set-record-100-millionth-customer-2015/77934064/,0,-1
100,http://www.123contactform.com/form-1535476/Border-Harassment,0,0
101,http://www.5gspaceappeal.org/,0,55
102,http://www.aaiusa.org/an_open_letter_to_secretary_of_state_john_kerry_and_attorney_general_loretta_lynch,0,67
103,http://www.aaiusa.org/blog/entry/looking-for-an-exit-a-trip-to-the-israeli-border/,0,-1
104,http://www.acri.org.il/en/2015/03/12/profiling-result/,0,0
105,http://www.activistpost.net/superfood.html,0,0
106,http://www.activistpost.net/survivalcharger.html,0,0
107,http://www.adlercolvin.com/attorneys/rosemary-fei.php,0,143
108,http://www.albemarle-cvillenaacp.org/news/,0,73
109,http://www.aljazeera.com/upfront,0,258
110,http://www.altarum.org/research-initiatives-health-systems-health-care/altarum-center-for-studying-health-spending/health-indicator-reports,0,-1
111,http://www.american.edu/spa/faculty/dfiorino.cfm,0,90
112,http://www.amnestyusa.org/our-work/countries/americas/colombia/us-policy-in-colombia,0,-1
113,http://www.ap.org/termsandconditions,0,-1
114,http://www.baltimoresun.com/,0,378
115,http://www.bbc.co.uk/podcasts/series/fooc,0,197
116,http://www.bbc.co.uk/programmes/p01tq60c,0,64
117,http://www.bigstory.ap.org/article/82df550e1ec646098b434f7d5771f625/many-donors-clinton-foundation-met-her-state,0,-1
118,http://www.blogger.com/profile/15982621761828835823,0,43
119,http://www.bloomberg.com/politics/graphics/2016-poll-decoder/,0,4
120,http://www.c-spanvideo.org/clip/4329984,0,110
121,http://www.cambridge.org/us/academic/subjects/politics-international-relations/american-government-politics-and-policy/welfare-wealthy-parties-social-spending-and-inequality-united-states,0,188
122,http://www.catherinejfrompovich.com/,0,14
123,http://www.cc.com/video-clips/zr04yj/the-daily-show-with-jon-stewart-moment-of-zen---trump-playing-volleyball,0,21
124,http://www.cellphonetaskforce.org/planetary-emergency,0,63
125,http://www.charlottesville.org/Home/ShowDocument?id=48999,0,7
126,http://www.cityoffrederick.com/index.aspx?NID=708,0,50
127,http://www.cnn.com/2016/11/02/politics/gallery/tbt-campaign-buttons/,0,37
128,http://www.cnn.com/video/#/video/bestoftv/2012/10/17/exp-benghazi-terror-timeline.cnn,0,305
129,http://www.cnn.com/video/#/video/bestoftv/2012/10/17/exp-benghazi-terror-timeline.cnn,0,305
130,http://www.cnn.com/video/#/video/politics/2012/10/16/debate2-obama-on-libya-attack.cnn,0,305
131,http://www.cnn.com/video/#/video/politics/2012/10/16/debate2-obama-on-libya-attack.cnn,0,305
132,http://www.cnn.com/video/#/video/politics/2012/10/17/point-sununu-libya.cnn,0,305
133,http://www.cnn.com/video/#/video/politics/2012/10/17/point-sununu-libya.cnn,0,305
134,http://www.co2science.org/subject/a/agfeedworld.php,0,94
135,http://www.colbertnation.com/the-colbert-report-videos/246941/august-17-2009/bill-mckibben,0,216
136,http://www.colbertnation.com/the-colbert-report-videos/246941/august-17-2009/bill-mckibben,0,216
137,http://www.colbertnation.com/the-colbert-report-videos/402223/november-14-2011/keystone-xl-oil-pipeline---bill-mckibben,0,216
138,http://www.colbertnation.com/the-colbert-report-videos/402223/november-14-2011/keystone-xl-oil-pipeline---bill-mckibben,0,216
139,http://www.copyright.com/,0,139
140,http://www.copyright.com/,0,139
141,http://www.crfb.org/fiscal-factcheck,0,150
142,http://www.crfb.org/fiscal-factcheck,0,150
143,http://www.dcpreservation.org/,0,58
144,http://www.dcpreservation.org/,0,58
145,"http://www.debates.org/index.php?mact=News,cntnt01,detail,0&cntnt01articleid=57&cntnt01origid=27&cntnt01detailtemplate=newspage&cntnt01returnid=80",0,17
146,"http://www.debates.org/index.php?mact=News,cntnt01,detail,0&cntnt01articleid=57&cntnt01origid=27&cntnt01detailtemplate=newspage&cntnt01returnid=80",0,17
147,http://www.democracynow.org/2010/4/15/mckibben,0,201
148,http://www.democracynow.org/2010/4/15/mckibben,0,201
149,http://www.deptofnumbers.com/employment/kansas/,0,80
150,http://www.documentcloud.org/documents/3098806-Post-Labor-Day.html,0,3
151,http://www.econlib.org/library/Enc/bios/Say.html,0,53
152,http://www.epi.org/publication/charting-wage-stagnation/,0,243
153,http://www.frederick-douglass-heritage.org/birthplace-of-frederick-douglass/,0,78
154,http://www.friendsofcvillemonuments.com/about-us/,0,22
155,http://www.haviart.com/,0,42
156,http://www.healthaffairs.org/,0,181
157,http://www.helphomesafe.org/who-we-are/about-us,0,83
158,http://www.helphomesafe.org/who-we-are/history,0,77
159,http://www.heritage.org/research/testimony/the-economic-impact-of-the-waxman-markey-cap-and-trade-bill,0,102
160,http://www.historicships.org/taney.html,0,38
161,http://www.hret.org/,0,88
162,http://www.hsfcinfo.org/,0,746
163,http://www.hsfcinfo.org/taney/,0,746
164,http://www.huffingtonpost.com/news/donald-trump/,0,197
165,http://www.jasonkessler.net/about.html,0,2
166,http://www.jstor.org/stable/41790177?seq=1#page_scan_tab_contents,0,-1
167,http://www.keepeek.com/Digital-Asset-Management/oecd/employment/in-it-together-why-less-inequality-benefits-all_9789264235120-en#page1,0,5
168,http://www.keepeek.com/Digital-Asset-Management/oecd/employment/in-it-together-why-less-inequality-benefits-all_9789264235120-en#page17,0,5
169,http://www.kgw.com/,0,256
170,http://www.loeb.com/attorney-marcussowens,0,73
171,http://www.maralagoclub.com/default.aspx?p=dynamicmodule&pageid=100099&ssid=100114&vnf=1,0,8
172,http://www.mckinsey.com/global-themes/employment-and-growth/poorer-than-their-parents-a-new-perspective-on-income-inequality,0,409
173,http://www.michaelisrael.com/,0,311
174,http://www.mitocopper.com/products/detoxadine-organic-iodine-supplement?afmc=77&utm_campaign=77&utm_source=leaddyno&utm_medium=affiliate,0,56
175,http://www.mitocopper.com/products/emf-blocking-smart-meter-cover?afmc=77&utm_campaign=77&utm_source=leaddyno&utm_medium=affiliate,0,61
176,http://www.mitocopper.com/products/oxy-powder-natural-colon-cleanser-120-capsules?afmc=77&utm_campaign=77&utm_source=leaddyno&utm_medium=affiliate,0,56
177,http://www.mitocopper.com/products/vegansafe-vitamin-b-12-2-oz-bottle?afmc=77&utm_campaign=77&utm_source=leaddyno&utm_medium=affiliate,0,58
178,http://www.nato.int/cps/en/natohq/topics_110496.htm,0,166
179,http://www.nbclosangeles.com/on-air/as-seen-on/Hilary-Clinton-Talks-Presidential-Race_Los-Angeles-378354731.html,0,87
180,http://www.nbcnews.com/politics/2016-election,0,539
181,http://www.nber.org/papers/w16256,0,145
182,http://www.nber.org/papers/w21913,0,146
183,http://www.nber.org/papers/w7833,0,148
184,http://www.nejm.org/doi/full/10.1056/NEJMp1205958,0,200
185,http://www.nojazzfest.com/,0,148
186,http://www.nytimes.com/by/alan-blinder,0,133
187,http://www.nytimes.com/by/alan-feuer,0,131
188,http://www.nytimes.com/by/alexander-burns,0,131
189,http://www.nytimes.com/by/ashley-parker,0,131
190,http://www.nytimes.com/by/charlie-savage,0,134
191,http://www.nytimes.com/by/daniel-victor,0,131
192,http://www.nytimes.com/by/dave-philipps,0,131
193,http://www.nytimes.com/by/david-e-sanger,0,132
194,http://www.nytimes.com/by/eric-lichtblau,0,131
195,http://www.nytimes.com/by/gardiner-harris,0,132
196,http://www.nytimes.com/by/jonah-engel-bromwich,0,131
197,http://www.nytimes.com/by/jonathan-martin,0,132
198,http://www.nytimes.com/by/julia-preston,0,130
199,http://www.nytimes.com/by/kevin-sack,0,132
200,http://www.nytimes.com/by/maggie-haberman,0,-1
201,http://www.nytimes.com/by/mark-landler,0,131
202,http://www.nytimes.com/by/matt-richtel,0,133
203,http://www.nytimes.com/by/michael-barbaro,0,131
204,http://www.nytimes.com/by/michael-d-shear,0,132
205,http://www.nytimes.com/by/michael-s-schmidt,0,132
206,http://www.nytimes.com/by/nick-corasaniti,0,131
207,http://www.nytimes.com/by/peter-baker,0,132
208,http://www.nytimes.com/by/rebecca-r-ruiz,0,132
209,http://www.nytimes.com/by/ron-nixon,0,132
210,http://www.nytimes.com/by/sarah-maslin-nir,0,138
211,http://www.nytimes.com/by/sheryl-gay-stolberg,0,146
212,http://www.nytimes.com/by/steve-eder,0,132
213,http://www.nytimes.com/by/steven-lee-myers,0,131
214,http://www.nytimes.com/learning/general/onthisday/big/0306.html?module=inline,0,41
215,http://www.nytimes.com/newsletters/opiniontoday/,0,156
216,http://www.nytimes.com/pages/todayspaper/index.html,0,218
217,http://www.nytreprints.com/,0,27
218,http://www.outfront.org/home,0,40
219,http://www.politico.com/2016-election/candidate-overview/bencarson,0,703
220,http://www.politico.com/2016-election/candidate-overview/berniesanders,0,454
221,http://www.politico.com/2016-election/candidate-overview/carlyfiorina,0,599
222,http://www.politico.com/2016-election/candidate-overview/chrischristie,0,-1
223,http://www.politico.com/2016-election/candidate-overview/donaldtrump,0,1015
224,http://www.politico.com/2016-election/candidate-overview/hillaryclinton,0,-1
225,http://www.politico.com/2016-election/candidate-overview/jebbush,0,-1
226,http://www.politico.com/2016-election/candidate-overview/jimgilmore,0,303
227,http://www.politico.com/2016-election/candidate-overview/johnkasich,0,737
228,http://www.politico.com/2016-election/candidate-overview/marcorubio,0,687
229,http://www.politico.com/2016-election/candidate-overview/martino%27malley,0,334
230,http://www.politico.com/2016-election/candidate-overview/mikehuckabee,0,544
231,http://www.politico.com/2016-election/candidate-overview/randpaul,0,582
232,http://www.politico.com/2016-election/candidate-overview/ricksantorum,0,531
233,http://www.politico.com/2016-election/candidate-overview/tedcruz,0,737
234,http://www.politico.com/2016-election/results/map/president,0,525
235,http://www.politico.com/f/?id=00000156-d9ae-d20c-afd7-f9eeb45c0002,0,6
236,http://www.politico.com/f/?id=00000156-d9b2-d20c-afd7-f9feb0e90001,0,1
237,http://www.politico.com/f/?id=00000156-de66-d0f5-ab76-fefe104f0002,0,5
238,http://www.politico.com/f/?id=00000156-dee6-dd73-a9fe-fef674b30000,0,1
239,http://www.politico.com/f/?id=00000156-df09-dd73-a9fe-ff9f154b0002,0,1
240,http://www.politico.com/f/?id=00000156-df12-dd73-a9fe-ff961a7d0002,0,3
241,http://www.politico.com/f/?id=00000156-e297-db87-a15f-f6dfb1ef0000,0,1
242,http://www.politico.com/f/?id=00000156-e2a4-d543-a3de-e6a4ab1e0001,0,3
243,http://www.politico.com/f/?id=00000157-58ef-d502-ad5f-dbef0b4f0000,0,18
244,http://www.politico.com/f/?id=00000157-5f38-d502-ad5f-df7de57a0001,0,16
245,http://www.politico.com/f/?id=00000157-5f38-df4c-a177-5f3b26350001,0,43
246,http://www.politico.com/static/PPM43_080404_clintonfoundation2006.html,0,0
247,http://www.quinnipiac.edu/images/polling/us/us05282015_U32trdf.pdf,0,102
248,http://www.salemlutheran.org/,0,22
249,http://www.scv.org/,0,122
250,http://www.thenation.com/advertising-policy,0,83
251,http://www.thesolutionsjournal.com/node/1095,0,85
252,http://www.trumpnationalwestchester.com/,0,0
253,http://www.umi.com/,0,151
254,http://www.unicornchildrensfoundation.org/,0,126
255,http://www.verb8tm.com/,0,18
256,https://acwm.org/,0,135
257,https://blog.tenthamendmentcenter.com/,0,145
258,https://bloomex.ca/Congratulations-Flowers-Gifts/Blooming-Planter-Basket.html,0,234
259,https://bloomex.ca/Special-Occasions/Anniversary-Flowers/Anniversary-Designer-Collection-II.html,0,234
260,https://bloomex.ca/Special-Occasions/Anniversary-Flowers/Crazy-for-You-Bouquet.html,0,234
261,https://bloomex.ca/Special-Occasions/Anniversary-Flowers/Hugs-and-Kisses-I.html,0,234
262,https://bloomex.ca/Special-Occasions/Anniversary-Flowers/Hugs-and-Kisses-IV.html,0,234
263,https://bloomex.ca/Special-Occasions/Anniversary-Flowers/Shades-of-Pink.html,0,234
264,https://bloomex.ca/Special-Occasions/Anniversary-Flowers/Sweetheart-Collection-II.html,0,234
265,https://bloomex.ca/Special-Occasions/Congratulations-Flowers-Gifts/Starlight-Serenade.html,0,234
266,https://bloomex.ca/Special-Occasions/Congratulations-Flowers-Gifts/Summer-Joy.html,0,234
267,https://bloomex.ca/Special-Occasions/Get-Well-Flowers-Gifts/Make-a-Wish.html,0,234
268,https://bloomex.ca/Special-Occasions/Just-Because/Rose-Card-Special.html,0,234
269,https://books.google.com/books?id=gohaAAAAIAAJ&q=%E2%80%9Cgo+ahead+with+some+contracts+to+keep+ahead+of+the+hounds%22&dq=%E2%80%9Cgo+ahead+with+some+contracts+to+keep+ahead+of+the+hounds%22&hl=en&sa=X&ei=ctAAVemaK4XBggSJ84KwDg&ved=0CEgQ6AEwBg,0,180
270,https://cbsnews.com/live/?ftag=CNM647193a,0,73
271,https://cdn.factcheck.org/UploadedFiles/2015/02/kff-chart.png,0,3
272,https://cdn.factcheck.org/UploadedFiles/BLS-chart-on-real-wages.gif,0,0
273,https://cei.org/about-cei,0,58
274,https://chameleonassociates.com/,0,98
275,https://clarionproject.org/glossary/allah/,0,45
276,https://clarionproject.org/glossary/caliphate/,0,46
277,https://clarionproject.org/glossary/islamism/,0,47
278,https://clarionproject.org/glossary/jihad/,0,45
279,https://clarionproject.org/glossary/muslim-brotherhood/,0,46
280,https://clarionproject.org/glossary/sheikh/,0,45
281,https://clarionproject.org/glossary/shiites/,0,45
282,https://cooking.nytimes.com/,0,68
283,https://daily.justia.com/,0,105
284,https://en.wikipedia.org/wiki/John_Podesta,0,874
285,https://en.wikipedia.org/wiki/Justin_Cooper_(aide),0,153
286,https://fred.stlouisfed.org/series/CES0500000003,0,97
287,https://fred.stlouisfed.org/series/CEU1021210001,0,97
288,https://fred.stlouisfed.org/series/VAPGDPMA,0,97
289,https://frederickair.com/,0,50
290,https://fredericknewspostonline.com/member-center/subscribe,0,15
291,https://help.nytimes.com/hc/en-us,0,34
292,https://insideclimatenews.org/taxonomy/term/113/all/feed,0,0
293,https://insideclimatenews.org/taxonomy/term/2728/all/feed,0,0
294,https://insideclimatenews.org/topic/climate-change,0,105
295,https://insideclimatenews.org/topic/climate-denial,0,105
296,https://insideclimatenews.org/topic/fracking,0,105
297,https://insideclimatenews.org/topic/oil-sands,0,105
298,https://instagram.com/cbseveningnews,0,0
299,https://iqmediacorp.com/ClipPlayer/?ClipID=76bcc57c-2250-4061-8cd2-b2996a9541c2,0,2
300,https://knit.audio/login/,0,10
301,https://legiscan.com/CO/bill/HB1090/2019,0,82
302,https://legiscan.com/CO/bill/HB1230/2019,0,108
303,https://legiscan.com/CO/bill/HB1234/2019,0,88
304,https://legiscan.com/CO/bill/HB1311/2019,0,74
305,https://mitocopper.com/collections/other-supplements/products/supreme-fulvic-humic-complex?afmc=77&utm_campaign=77&utm_source=leaddyno&utm_medium=affiliate,0,93
306,https://mitocopper.com/pages/affiliate-program,0,44
307,https://mitocopper.com/products/apex-direct-oxygen-infusion-protocol?afmc=77&utm_campaign=77&utm_source=leaddyno&utm_medium=affiliate,0,66
308,https://mitocopper.com/products/ultracur-bioavailable-curcumin?afmc=77&utm_campaign=77&utm_source=leaddyno&utm_medium=affiliate,0,63
309,https://mitocopper.leaddyno.com/,0,1
310,https://monticellowinetrail.com/,0,44
311,https://myaccount.nytimes.com/link/homedelivery?&ref=LP&campaignId=47HQY,0,24
312,https://newrepublic.com/minutes/126312/isis-using-donald-trump-recruit,0,155
313,"https://news.google.com/newspapers?nid=2202&dat=19670421&id=4UkmAAAAIBAJ&sjid=SP8FAAAAIBAJ&pg=3101,750823&hl=en",0,20
314,https://refugeesmigrants.un.org/summit,0,110
315,https://scholar.google.com/scholar_case?case=14718391067166193804&hl=en&as_sdt=6&as_vis=1&oi=scholarr,0,0
316,https://steemit.com/@activistpost,0,267
317,https://steemit.com/@an0nkn0wledge/,0,266
318,https://steemit.com/@tftproject,0,266
319,https://t.umblr.com/redirect?z=http%3A%2F%2Fkff.org%2Freport-section%2Fehbs-2014-summary-of-findings%2F&t=N2E2ZDJjNDlhNzkxN2RlNmY2MzA5ZmEyNDZjMGMyNTk5NGE2NzkwNSxRM1VOY0hIRA%3D%3D&b=t%3AlyEVRHKQ5IUoOnrYBZEaPg&p=https%3A%2F%2Frncresearch.tumblr.com%2Fp,0,0
320,https://t.umblr.com/redirect?z=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DRXiXBtcEHx4%26feature%3Dyoutu.be&t=MGRmODJmN2FkMGEwOTc0M2Q4ZDRiNzZjZjI2YWQ4YmE2ZGFlMjI0MyxRM1VOY0hIRA%3D%3D&b=t%3AlyEVRHKQ5IUoOnrYBZEaPg&p=https%3A%2F%2Frncresearch.tumblr.com,0,0
321,https://theantimedia.com/my-news,0,78
322,https://theantimedia.com/our-news,0,77
323,https://theantimedia.com/their-news,0,77
324,https://thefreethoughtproject.com/,0,127
325,https://thefreethoughtproject.com/author/savy4/,0,98
326,https://truththeory.com/author/johnvibes/,0,151
327,https://uvaemergency.virginia.edu/about-OSEP,0,80
328,https://uvapolicy.virginia.edu/policy/SEC-032,0,40
329,https://vpsa.virginia.edu/communications/2017/uva-move-day-reminders,0,125
330,https://washingtonpost.wufoo.com/forms/fact-check-this/,0,2
331,https://web.archive.org/web/20000619121358/www.boston.com/news/politics/campaign2000/news/One_year_gap_in_Bush_s_Guard_duty+.shtml,0,5
332,https://web.archive.org/web/20110608050131/http://www.fas.org/irp/world/israel/mossad/index.html,0,23
333,https://web.archive.org/web/20110608050131/http://www.fas.org/irp/world/israel/shin_bet/,0,20
334,https://web.archive.org/web/20110608050131/http://www.homelandsecurity.org/journal/Articles/tucker-israel.html,0,214
335,https://web.archive.org/web/20110608050131/http://www.us-israel.org/jsource/Terrorism/sayerot.html,0,36
336,https://whatis5g.info/e-waste/,0,71
337,https://www.activistpost.com/wp-content/uploads/2019/03/5G-SJT-1024x576-1-1024x576-1-1024x576-1024x576-1024x576-1-1024x576-1-1024x576-1024x576-1-1024x576-1-1024x576-1024x576-1024x576.png,0,13
338,https://www.americanactionforum.org/,0,-1
339,https://www.americanactionforum.org/wp-content/uploads/2016/08/Appendix-8-15-2016.xlsx,0,1
340,https://www.americanactionforum.org/wp-content/uploads/2016/08/budget-chart-hrc2.png,0,0
341,https://www.americanactionforum.org/wp-content/uploads/2016/08/budget-table-hrc2.png,0,0
342,https://www.americanactionforum.org/wp-content/uploads/2016/08/debt-table-hrc2.png,0,1
343,https://www.americanactionforum.org/wp-content/uploads/2016/08/Proposals-Table2.png,0,1
344,https://www.army.mil/goldstar/,0,30
345,https://www.c-span.org/video/?412247-106/democratic-platform-committee-meeting-day-2-part-7&start=3039,0,148
346,https://www.c-span.org/video/?412400-1/rnc-delegates-nominate-donald-trump-president&start=14171,0,197
347,https://www.c-span.org/video/?412400-1/rnc-delegates-nominate-donald-trump-president&start=18190,0,197
348,https://www.c-span.org/video/?c4610196/clean-coal,0,97
349,https://www.cbsnews.com/2718-501143_162-377.html,0,193
350,https://www.cbsnews.com/2718-501143_162-377.html?tag=wc5553176,0,193
351,https://www.cbsnews.com/feature/us-consulate-attack-in-benghazi/,0,199
352,https://www.cbsnews.com/orlando-shooting/,0,199
353,https://www.cbsnews.com/video/anthony-davis-trade-to-lakers-expected-to-spark-major-shake-ups-around-nba/,0,73
354,https://www.cbsnews.com/video/former-staffer-says-benghazi-committee-only-wanted-to-bring-down-clinton/,0,73
355,https://www.cbsnews.com/video/from-2004-gloria-vanderbilts-many-loves/,0,73
356,https://www.cbsnews.com/video/hillary-clintons-opening-statement-before-the-house-benghazi-committee/,0,73
357,https://www.cbsnews.com/video/masked-gunman-is-killed-dallas-courthouse-after-exchanging-shots-with-officers/,0,73
358,https://www.cbsnews.com/video/photographer-who-followed-o-j-simpsons-white-bronco-recounts-chase-25-years-later/,0,73
359,https://www.cbsnews.com/video/rep-elijah-cummings-benghazi-committee-opening-statement/,0,73
360,https://www.cbsnews.com/video/rep-gowdy-this-investigation-is-not-all-about-hillary-clinton/,0,73
361,https://www.cbsnews.com/video/rep-trey-gowdys-benghazi-committee-opening-statement/,0,73
362,https://www.cbsnews.com/video/the-tree-that-inspired-dr-seuss-the-lorax-has-fallen/,0,73
363,https://www.clintonfoundation.org/about/frequently-asked-questions,0,74
364,https://www.deptofnumbers.com/employment/alabama,0,88
365,https://www.deptofnumbers.com/employment/alaska,0,79
366,https://www.deptofnumbers.com/employment/arizona,0,83
